2188,52,1,
1598,35,1,
1019,68,1,
4506,47,1,
4603,53,1,
2190,53,1,
4691,35,1,
318,51,1,
883,73,1,
2677,36,1,
2030,48,1,
4301,52,1,
773,54,1,
4967,69,1,
3133,36,1,
2980,36,1,
2299,48,1,
1826,35,1,
4890,26,1,
2811,66,1,
3784,63,1,
2178,75,1,
856,34,1,
1542,39,1,
2730,54,1,
552,41,1,
2225,66,1,
4591,38,1,
2418,54,1,
3201,66,1,
684,64,1,
879,48,1,
1364,41,1,
1342,35,1,
1220,54,1,
4903,41,1,
4777,75,1,
3000,47,1,
3485,54,1,
4645,41,1,
4452,47,1,
3348,52,1,
400,34,1,
2391,36,1,
1355,39,1,
4607,62,1,
1855,34,1,
978,51,1,
4995,26,1,
3507,73,1,
1708,68,1,
1825,39,1,
687,48,1,
3219,41,1,
4895,26,1,
533,48,1,
4115,49,1,
4574,69,1,
4037,35,1,
3506,50,1,
2747,46,1,
2193,67,1,
792,39,1,
4972,40,1,
725,55,1,
2519,35,1,
2390,69,1,
578,35,1,
3004,47,1,
4354,62,1,
83,53,1,
4592,50,1,
4131,60,1,
4959,75,1,
1982,48,1,
204,40,1,
1071,67,1,
3629,51,1,
821,62,1,
4338,50,1,
4464,64,1,
3537,53,1,
119,50,1,
2679,38,1,
1,46,1,
413,38,1,
212,54,1,
3735,38,1,
2555,50,1,
2377,53,1,
2924,50,1,
692,35,1,
479,51,1,
3055,53,1,
2500,67,1,
536,36,1,
811,62,1,
2778,52,1,
1268,41,1,
3390,51,1,
1324,69,1,
3832,69,1,
4743,63,1,
3190,67,1,
1806,36,1,
4717,34,1,
496,53,1,
1608,49,1,
3837,50,1,
2542,46,1,
4443,55,1,
3250,62,1,
3893,48,1,
2180,73,1,
1631,51,1,
1039,36,1,
4560,53,1,
3449,55,1,
3630,69,1,
1344,52,1,
77,62,1,
1397,67,1,
1595,36,1,
697,51,1,
1900,48,1,
635,48,1,
2458,53,1,
4715,48,1,
4940,60,1,
1165,26,1,
1262,75,1,
955,26,1,
4639,55,1,
4960,53,1,
4713,55,1,
171,54,1,
4245,67,1,
3390,54,1,
2911,41,1,
221,46,1,
4737,49,1,
4434,26,1,
3410,51,1,
3562,55,1,
1887,36,1,
2368,54,1,
3422,36,1,
2019,35,1,
4703,60,1,
4830,35,1,
3405,63,1,
2078,68,1,
3563,51,1,
4338,75,1,
3481,34,1,
3429,55,1,
52,36,1,
4765,26,1,
3867,60,1,
3787,67,1,
2892,69,1,
3054,73,1,
3001,38,1,
161,75,1,
664,49,1,
4914,62,1,
16,50,1,
2458,54,1,
765,73,1,
1750,64,1,
3432,41,1,
1424,52,1,
3130,55,1,
2456,39,1,
1125,62,1,
472,55,1,
1487,66,1,
1472,51,1,
1431,49,1,
949,35,1,
734,48,1,
4254,41,1,
2536,36,1,
553,41,1,
813,50,1,
2729,52,1,
2825,52,1,
556,49,1,
137,51,1,
3147,41,1,
3576,34,1,
4936,36,1,
1099,47,1,
2421,52,1,
4073,50,1,
3,48,1,
2550,53,1,
2178,66,1,
1133,73,1,
205,40,1,
1973,46,1,
4851,66,1,
4482,53,1,
1570,66,1,
3254,46,1,
4267,64,1,
3481,48,1,
2470,60,1,
3029,48,1,
2461,54,1,
4047,41,1,
92,26,1,
1861,63,1,
2814,50,1,
461,60,1,
2793,53,1,
4576,46,1,
2706,75,1,
1798,38,1,
163,64,1,
509,52,1,
3180,53,1,
4210,46,1,
413,67,1,
985,34,1,
4024,73,1,
4016,49,1,
2509,41,1,
4378,41,1,
3250,63,1,
2728,39,1,
3811,60,1,
1221,48,1,
2195,55,1,
2128,68,1,
4952,49,1,
4602,40,1,
234,51,1,
143,38,1,
2598,54,1,
2293,51,1,
3708,38,1,
1228,38,1,
1474,68,1,
1620,63,1,
4244,63,1,
3102,62,1,
2368,47,1,
3228,40,1,
2909,46,1,
1606,49,1,
1111,26,1,
2097,38,1,
2083,34,1,
4323,34,1,
4731,47,1,
4452,34,1,
1626,41,1,
483,53,1,
2373,50,1,
3930,36,1,
1363,68,1,
3144,34,1,
1919,75,1,
1190,46,1,
2736,55,1,
1677,53,1,
1138,50,1,
3871,68,1,
4609,50,1,
1814,62,1,
4144,36,1,
1037,53,1,
1681,62,1,
913,55,1,
559,53,1,
3670,47,1,
3566,49,1,
4348,53,1,
4462,36,1,
2467,46,1,
975,35,1,
2297,40,1,
838,62,1,
3382,53,1,
3725,39,1,
1291,66,1,
4141,62,1,
3842,75,1,
3292,73,1,
1590,41,1,
3877,52,1,
3523,50,1,
4540,51,1,
2573,35,1,
4134,55,1,
3098,39,1,
3010,53,1,
2941,50,1,
2403,69,1,
1090,60,1,
4524,52,1,
837,49,1,
1329,69,1,
928,68,1,
3395,35,1,
1635,73,1,
3188,62,1,
3508,47,1,
2741,49,1,
4860,49,1,
3419,46,1,
149,48,1,
3887,64,1,
4572,55,1,
2748,34,1,
105,62,1,
2817,66,1,
4193,73,1,
740,62,1,
4595,73,1,
4517,63,1,
1848,46,1,
4955,40,1,
3227,64,1,
2679,66,1,
2579,41,1,
1762,46,1,
3122,63,1,
2281,46,1,
1693,68,1,
990,67,1,
1694,68,1,
2458,49,1,
1203,69,1,
211,36,1,
1511,50,1,
193,26,1,
4978,53,1,
3032,46,1,
654,26,1,
547,66,1,
3923,52,1,
2823,64,1,
4434,62,1,
4120,55,1,
3117,48,1,
787,35,1,
4577,41,1,
1390,36,1,
367,48,1,
3146,63,1,
431,60,1,
2998,66,1,
2032,55,1,
4574,67,1,
1510,35,1,
1320,48,1,
1194,67,1,
4077,66,1,
145,51,1,
4394,47,1,
3680,50,1,
999,34,1,
3640,48,1,
1424,54,1,
4860,54,1,
4646,63,1,
1258,41,1,
4999,53,1,
3575,62,1,
1428,41,1,
3158,55,1,
4355,63,1,
4725,47,1,
3336,41,1,
2790,54,1,
4852,66,1,
3174,62,1,
2597,46,1,
3480,47,1,
4188,40,1,
3217,34,1,
2879,54,1,
4750,41,1,
1973,38,1,
4853,47,1,
4464,62,1,
2954,68,1,
1627,48,1,
1465,48,1,
2162,49,1,
4570,55,1,
3716,38,1,
1508,38,1,
3956,66,1,
1871,53,1,
4588,62,1,
1900,67,1,
1401,46,1,
894,64,1,
1459,64,1,
3276,67,1,
2888,40,1,
2760,73,1,
3042,26,1,
240,34,1,
4891,63,1,
1683,46,1,
1430,60,1,
265,49,1,
281,50,1,
3973,64,1,
2567,69,1,
529,64,1,
269,55,1,
2404,46,1,
4219,41,1,
3403,35,1,
1138,34,1,
960,40,1,
3543,41,1,
347,67,1,
1469,64,1,
3877,67,1,
2111,34,1,
1590,60,1,
1436,73,1,
1481,63,1,
2656,52,1,
679,68,1,
4926,49,1,
156,75,1,
2548,49,1,
1180,38,1,
945,26,1,
770,51,1,
2160,40,1,
4261,51,1,
2564,40,1,
2457,36,1,
1652,63,1,
1250,67,1,
240,69,1,
102,34,1,
177,52,1,
4925,73,1,
3554,73,1,
3210,64,1,
2558,36,1,
2709,48,1,
100,60,1,
4966,47,1,
4609,62,1,
4180,69,1,
3444,41,1,
1041,49,1,
2628,50,1,
3555,69,1,
4260,40,1,
2046,64,1,
4719,52,1,
2812,53,1,
559,55,1,
3428,68,1,
2996,54,1,
31,39,1,
1980,63,1,
1869,34,1,
2391,68,1,
495,41,1,
365,63,1,
762,63,1,
203,26,1,
3244,39,1,
97,41,1,
4023,46,1,
3895,67,1,
1229,36,1,
2009,75,1,
1651,62,1,
4308,62,1,
3585,38,1,
3335,49,1,
2024,26,1,
294,26,1,
4143,48,1,
3145,52,1,
1094,69,1,
283,48,1,
3500,62,1,
411,41,1,
1666,52,1,
947,41,1,
3576,60,1,
4226,75,1,
236,60,1,
1641,49,1,
4331,68,1,
4911,67,1,
4367,52,1,
4449,38,1,
3173,51,1,
3673,50,1,
2497,52,1,
1931,66,1,
1223,67,1,
4368,73,1,
4444,55,1,
3578,40,1,
4715,38,1,
4713,26,1,
576,67,1,
1342,26,1,
3416,66,1,
1465,55,1,
4052,26,1,
4804,40,1,
3214,49,1,
3110,26,1,
2735,26,1,
3510,50,1,
3130,26,1,
674,38,1,
2157,54,1,
152,46,1,
3077,66,1,
2063,47,1,
760,62,1,
1564,50,1,
468,62,1,
1062,46,1,
1133,48,1,
4910,69,1,
3706,50,1,
3923,35,1,
3049,50,1,
2198,26,1,
896,60,1,
839,69,1,
2077,52,1,
2077,36,1,
1638,62,1,
2818,67,1,
4527,75,1,
4462,73,1,
1159,41,1,
2466,53,1,
1739,38,1,
4894,67,1,
3503,46,1,
4367,55,1,
4796,51,1,
4204,26,1,
876,51,1,
2064,67,1,
1290,69,1,
3105,75,1,
4376,60,1,
2479,36,1,
3659,64,1,
2667,52,1,
2022,54,1,
2783,26,1,
2576,60,1,
4192,38,1,
3750,38,1,
128,26,1,
4628,51,1,
3067,47,1,
2191,64,1,
1952,54,1,
1715,73,1,
1847,63,1,
1307,46,1,
1079,46,1,
3322,51,1,
2720,39,1,
3461,41,1,
367,40,1,
250,34,1,
713,69,1,
1385,53,1,
216,35,1,
1850,50,1,
3696,75,1,
4911,49,1,
4012,68,1,
2498,49,1,
4150,68,1,
3084,75,1,
3990,26,1,
4767,60,1,
2207,60,1,
2578,62,1,
1886,55,1,
4488,36,1,
2876,38,1,
4703,36,1,
791,49,1,
2432,66,1,
4872,69,1,
4164,26,1,
2307,69,1,
4002,49,1,
3640,41,1,
4455,54,1,
2031,49,1,
2391,50,1,
4540,67,1,
17,39,1,
3004,63,1,
2028,38,1,
3022,38,1,
4851,35,1,
2632,47,1,
4358,67,1,
4555,46,1,
2647,39,1,
4142,64,1,
4160,53,1,
3424,41,1,
3376,63,1,
364,64,1,
969,36,1,
4526,51,1,
1222,46,1,
3920,51,1,
358,26,1,
2990,36,1,
3474,68,1,
3183,48,1,
124,62,1,
4110,69,1,
1331,73,1,
3762,52,1,
2088,50,1,
200,40,1,
709,60,1,
470,46,1,
4697,41,1,
2798,39,1,
399,64,1,
1541,54,1,
3971,39,1,
1197,46,1,
2770,49,1,
4050,35,1,
3876,50,1,
1281,68,1,
3004,52,1,
523,26,1,
3561,41,1,
727,50,1,
2894,67,1,
1580,60,1,
694,36,1,
3850,60,1,
3240,50,1,
3869,34,1,
2103,52,1,
2093,54,1,
4531,26,1,
3182,34,1,
1091,50,1,
4881,62,1,
3493,75,1,
3425,63,1,
2420,40,1,
1168,67,1,
3759,34,1,
1713,75,1,
1266,35,1,
655,51,1,
2146,34,1,
1910,36,1,
4754,36,1,
4306,63,1,
1381,68,1,
4413,62,1,
3134,48,1,
4878,40,1,
2155,40,1,
644,41,1,
2545,48,1,
1095,60,1,
1751,60,1,
196,63,1,
4412,38,1,
2137,51,1,
1140,36,1,
4061,51,1,
1159,46,1,
2021,48,1,
1765,50,1,
336,47,1,
4522,52,1,
2804,62,1,
1256,75,1,
2588,75,1,
2025,39,1,
4612,60,1,
4259,26,1,
4166,67,1,
1335,62,1,
4657,47,1,
4476,40,1,
2731,53,1,
2740,52,1,
2047,46,1,
1644,35,1,
1495,36,1,
2969,64,1,
4904,49,1,
2175,68,1,
161,60,1,
389,47,1,
4310,73,1,
4852,35,1,
3413,49,1,
3259,49,1,
94,55,1,
3641,54,1,
2337,34,1,
2805,62,1,
145,52,1,
806,49,1,
2575,53,1,
1626,67,1,
1438,26,1,
3424,67,1,
630,36,1,
4721,48,1,
3415,67,1,
4942,34,1,
1938,40,1,
1187,54,1,
2504,60,1,
1900,62,1,
2593,46,1,
1558,62,1,
3282,36,1,
4890,47,1,
2225,60,1,
4135,26,1,
688,36,1,
3293,26,1,
3081,64,1,
2751,46,1,
1411,68,1,
1641,69,1,
4547,34,1,
664,35,1,
2114,75,1,
1595,63,1,
4228,55,1,
4057,69,1,
3119,67,1,
304,55,1,
2377,47,1,
1960,62,1,
306,75,1,
4204,60,1,
2375,69,1,
420,49,1,
4028,75,1,
3494,66,1,
4483,54,1,
1621,34,1,
1350,49,1,
4025,46,1,
20,40,1,
4743,55,1,
4907,62,1,
2546,35,1,
3034,67,1,
848,53,1,
874,50,1,
3682,60,1,
861,40,1,
1752,54,1,
2742,48,1,
3123,49,1,
4876,53,1,
420,47,1,
3436,39,1,
2802,51,1,
26,67,1,
765,51,1,
4465,64,1,
3100,62,1,
4653,26,1,
4610,48,1,
2936,50,1,
1100,67,1,
2426,67,1,
1939,48,1,
477,38,1,
3042,60,1,
2776,26,1,
4203,50,1,
3210,26,1,
2757,52,1,
2177,62,1,
4701,35,1,
4205,39,1,
3257,67,1,
2511,73,1,
4320,54,1,
4105,47,1,
333,41,1,
2796,55,1,
4213,63,1,
1835,46,1,
4983,50,1,
3657,67,1,
3354,46,1,
702,35,1,
372,46,1,
28,49,1,
1274,64,1,
950,60,1,
3797,62,1,
1086,34,1,
4826,67,1,
1449,50,1,
3872,73,1,
3787,49,1,
1518,39,1,
298,36,1,
4263,68,1,
3955,54,1,
4415,26,1,
4460,46,1,
2192,75,1,
809,51,1,
4619,52,1,
2089,26,1,
1237,55,1,
1047,41,1,
4310,51,1,
4108,63,1,
1074,35,1,
1989,55,1,
1035,41,1,
2708,62,1,
4138,51,1,
1076,63,1,
1044,55,1,
2637,47,1,
3210,54,1,
2726,35,1,
932,63,1,
311,36,1,
1953,52,1,
3101,40,1,
1916,46,1,
3810,67,1,
2956,54,1,
1223,75,1,
4136,73,1,
3516,48,1,
878,50,1,
224,39,1,
680,48,1,
4478,73,1,
265,63,1,
3770,40,1,
2733,41,1,
2520,51,1,
2029,52,1,
686,63,1,
2651,46,1,
2623,69,1,
4140,62,1,
301,47,1,
502,73,1,
2028,73,1,
4168,62,1,
434,62,1,
1031,60,1,
2266,73,1,
1966,51,1,
4099,69,1,
4447,52,1,
4383,35,1,
3808,46,1,
1641,54,1,
4698,39,1,
4995,67,1,
121,34,1,
4555,26,1,
1315,41,1,
4836,67,1,
2352,54,1,
1250,46,1,
2408,67,1,
1004,41,1,
3604,34,1,
3075,75,1,
4714,36,1,
2976,48,1,
1406,64,1,
2833,64,1,
110,47,1,
4438,66,1,
1199,64,1,
4690,69,1,
3235,36,1,
461,68,1,
1280,34,1,
3421,26,1,
3397,38,1,
812,48,1,
250,68,1,
3901,60,1,
3371,51,1,
1630,36,1,
2260,41,1,
496,63,1,
4218,62,1,
3336,67,1,
1836,64,1,
2915,47,1,
4954,46,1,
2253,39,1,
2092,69,1,
3807,48,1,
4349,69,1,
2819,53,1,
4207,41,1,
3819,38,1,
925,34,1,
1718,75,1,
2201,66,1,
3610,51,1,
1351,52,1,
537,73,1,
3420,55,1,
608,62,1,
1811,69,1,
321,75,1,
1024,66,1,
792,69,1,
724,69,1,
1354,34,1,
4936,52,1,
1657,62,1,
1525,36,1,
734,67,1,
1784,35,1,
1240,38,1,
648,40,1,
1049,47,1,
3932,68,1,
1503,34,1,
71,46,1,
1413,47,1,
3637,54,1,
1862,67,1,
1054,67,1,
738,69,1,
514,41,1,
4805,46,1,
4645,35,1,
2742,54,1,
969,63,1,
2278,38,1,
2942,69,1,
3673,55,1,
960,47,1,
3803,55,1,
4135,46,1,
4483,55,1,
1456,53,1,
639,62,1,
463,34,1,
390,47,1,
3298,36,1,
3235,67,1,
2306,63,1,
1951,51,1,
1687,60,1,
703,38,1,
3316,36,1,
3342,50,1,
4663,55,1,
2439,73,1,
174,68,1,
4580,52,1,
107,67,1,
1748,55,1,
2799,64,1,
2015,50,1,
704,63,1,
3779,64,1,
1971,35,1,
1516,64,1,
654,48,1,
1420,66,1,
7,60,1,
4218,52,1,
2534,34,1,
4831,46,1,
4168,41,1,
4398,50,1,
1829,50,1,
1291,54,1,
2346,66,1,
738,62,1,
1595,68,1,
2345,54,1,
657,60,1,
3455,26,1,
1733,38,1,
1201,46,1,
919,38,1,
467,36,1,
3992,41,1,
1267,50,1,
3486,49,1,
250,49,1,
4385,66,1,
4550,64,1,
2725,38,1,
2690,54,1,
1432,48,1,
4281,55,1,
1539,50,1,
494,69,1,
4788,51,1,
2605,41,1,
4642,40,1,
378,40,1,
3415,40,1,
312,52,1,
4120,68,1,
3888,34,1,
3160,49,1,
4834,64,1,
2348,52,1,
2580,51,1,
546,35,1,
1340,68,1,
4468,53,1,
1359,68,1,
2347,66,1,
1346,54,1,
251,73,1,
1464,52,1,
4137,26,1,
1261,69,1,
778,38,1,
4264,53,1,
2182,49,1,
890,75,1,
3008,63,1,
99,47,1,
4899,34,1,
3931,62,1,
195,48,1,
2991,60,1,
1346,62,1,
1204,60,1,
1062,69,1,
1426,48,1,
4350,47,1,
3302,69,1,
2247,48,1,
3337,35,1,
2979,54,1,
2419,64,1,
981,60,1,
806,52,1,
1714,26,1,
446,68,1,
2815,75,1,
944,26,1,
2575,35,1,
1990,34,1,
3014,35,1,
2112,66,1,
1606,60,1,
3837,41,1,
2244,55,1,
3012,26,1,
2277,38,1,
1073,51,1,
3597,48,1,
2469,64,1,
1726,60,1,
1036,55,1,
3611,69,1,
397,49,1,
158,50,1,
2687,73,1,
4670,52,1,
1753,53,1,
40,66,1,
495,53,1,
460,35,1,
2565,40,1,
4583,62,1,
2273,47,1,
2657,26,1,
1880,26,1,
2668,60,1,
3801,62,1,
2505,46,1,
3896,55,1,
2165,67,1,
3453,40,1,
2186,63,1,
1098,41,1,
2806,46,1,
2094,69,1,
1516,54,1,
548,69,1,
2274,41,1,
1460,47,1,
2984,38,1,
3478,40,1,
2970,40,1,
1365,67,1,
572,36,1,
3855,60,1,
3568,26,1,
4530,64,1,
70,64,1,
4626,60,1,
2642,67,1,
4020,51,1,
2065,75,1,
3254,75,1,
2250,50,1,
4152,34,1,
1156,36,1,
2309,34,1,
299,34,1,
3077,62,1,
3331,62,1,
2813,75,1,
3978,39,1,
945,36,1,
448,51,1,
2324,62,1,
1218,51,1,
1364,34,1,
3902,68,1,
2398,41,1,
1146,38,1,
896,38,1,
3576,62,1,
3129,50,1,
1251,73,1,
1125,39,1,
72,60,1,
2223,36,1,
4939,73,1,
3827,48,1,
4303,26,1,
976,46,1,
2778,68,1,
1295,40,1,
794,50,1,
4910,52,1,
4194,47,1,
819,73,1,
3874,64,1,
3922,68,1,
3306,64,1,
646,51,1,
152,50,1,
432,35,1,
2857,75,1,
1929,51,1,
487,75,1,
35,46,1,
3292,39,1,
2879,48,1,
1413,69,1,
1727,67,1,
294,39,1,
4341,63,1,
500,68,1,
2314,53,1,
2242,48,1,
460,34,1,
83,62,1,
2975,75,1,
3352,36,1,
1935,46,1,
1115,53,1,
4778,62,1,
3105,53,1,
3187,41,1,
2414,54,1,
3153,47,1,
2963,36,1,
2025,67,1,
3085,68,1,
918,69,1,
835,47,1,
4535,68,1,
2326,48,1,
2672,40,1,
2621,54,1,
120,67,1,
4929,26,1,
4212,73,1,
4934,52,1,
1148,26,1,
857,69,1,
4534,52,1,
4144,68,1,
1616,62,1,
1549,73,1,
2153,49,1,
1005,60,1,
3980,50,1,
3411,69,1,
1142,40,1,
2994,64,1,
1591,39,1,
4500,35,1,
4019,62,1,
1477,75,1,
3697,51,1,
2444,49,1,
1583,53,1,
820,50,1,
1392,50,1,
4961,75,1,
3575,68,1,
994,54,1,
1180,63,1,
699,36,1,
4562,36,1,
3064,50,1,
2119,60,1,
3145,68,1,
3776,69,1,
749,36,1,
1610,46,1,
234,54,1,
3008,50,1,
4032,68,1,
4855,64,1,
1267,66,1,
491,36,1,
4637,51,1,
4201,39,1,
3527,63,1,
1171,39,1,
4101,46,1,
2556,66,1,
1015,68,1,
2526,36,1,
1692,41,1,
1212,66,1,
1598,66,1,
1587,51,1,
356,49,1,
163,68,1,
4798,39,1,
4392,64,1,
2772,62,1,
1265,66,1,
2424,55,1,
4207,63,1,
659,41,1,
2201,52,1,
996,49,1,
68,60,1,
3884,50,1,
2364,67,1,
1346,38,1,
2205,66,1,
1827,49,1,
4936,62,1,
4337,46,1,
483,63,1,
155,47,1,
4264,39,1,
3701,49,1,
1527,67,1,
1242,73,1,
1117,34,1,
1074,48,1,
3084,35,1,
2340,26,1,
873,54,1,
2821,47,1,
3341,67,1,
2746,40,1,
1322,69,1,
569,69,1,
864,55,1,
3667,48,1,
3369,60,1,
1513,51,1,
4377,63,1,
322,73,1,
2436,46,1,
2683,46,1,
2653,75,1,
1289,40,1,
666,51,1,
369,50,1,
770,47,1,
23,53,1,
4913,35,1,
2255,51,1,
1602,60,1,
2683,26,1,
3130,51,1,
2012,50,1,
3840,62,1,
3368,51,1,
4538,54,1,
460,73,1,
4041,64,1,
1466,62,1,
2156,41,1,
612,55,1,
3451,75,1,
3082,40,1,
1850,38,1,
3276,48,1,
2149,66,1,
4438,68,1,
1330,34,1,
4624,34,1,
2507,26,1,
447,52,1,
3973,53,1,
2321,64,1,
2990,40,1,
2081,63,1,
3007,39,1,
194,64,1,
3245,41,1,
3815,41,1,
1879,48,1,
3053,62,1,
2011,69,1,
4552,46,1,
1420,46,1,
3770,38,1,
4480,60,1,
3694,62,1,
2816,63,1,
3676,51,1,
4583,48,1,
4528,49,1,
4213,66,1,
2570,64,1,
1293,68,1,
656,60,1,
4309,63,1,
3134,75,1,
2913,55,1,
758,52,1,
3430,34,1,
2194,34,1,
1158,67,1,
745,69,1,
517,69,1,
58,52,1,
4589,53,1,
427,54,1,
1595,35,1,
55,41,1,
3941,26,1,
2460,68,1,
1452,63,1,
651,55,1,
4855,69,1,
3680,73,1,
2944,54,1,
2160,49,1,
3196,50,1,
4791,63,1,
251,62,1,
1535,36,1,
2955,67,1,
650,73,1,
42,52,1,
3299,41,1,
2727,64,1,
895,54,1,
789,48,1,
3974,62,1,
2522,26,1,
1951,68,1,
3352,68,1,
2639,50,1,
2941,46,1,
845,67,1,
2785,36,1,
4434,60,1,
3361,50,1,
3382,62,1,
1922,40,1,
4160,73,1,
3523,55,1,
1913,54,1,
4560,40,1,
2516,40,1,
1033,40,1,
787,68,1,
2072,64,1,
4951,64,1,
3755,52,1,
4122,34,1,
2531,64,1,
1606,41,1,
571,67,1,
4063,40,1,
3853,62,1,
4578,47,1,
92,52,1,
4469,55,1,
929,63,1,
3841,73,1,
2584,48,1,
2451,73,1,
505,26,1,
2596,62,1,
2397,47,1,
1783,55,1,
230,49,1,
3208,50,1,
2473,75,1,
179,41,1,
4258,75,1,
1197,51,1,
3678,36,1,
2538,26,1,
4043,47,1,
1847,64,1,
1436,48,1,
3069,75,1,
2098,26,1,
616,63,1,
3478,36,1,
3654,34,1,
3354,67,1,
2919,55,1,
2161,62,1,
3330,26,1,
4780,41,1,
4085,49,1,
3266,55,1,
3722,75,1,
3642,54,1,
1758,50,1,
3800,53,1,
2263,40,1,
1025,48,1,
2842,47,1,
1770,48,1,
4436,66,1,
632,26,1,
2234,55,1,
